[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Resveratrol.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Delavirdine.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the anticoagulant activities of Abciximab.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the anticoagulant activities of Alteplase.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Rosiglitazone.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may increase the thrombogenic activities of Ustekinumab.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Anastrozole can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Alosetron.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be increased when combined with Canakinumab.]
[G03CA57, estrogens, conjugated (USP), The excretion of Polythiazide can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The serum concentration of Conjugated estrogens can be increased when it is combined with Ritonavir.]
[G03CA57, estrogens, conjugated (USP), The excretion of Saxagliptin can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Potassium may increase the excretion rate of Conjugated estrogens which could result in a lower serum level and potentially a reduction in efficacy.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Potassium chloride which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Insulin lispro can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The excretion of Pitavastatin can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Praziquantel can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Bepotastine which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The serum concentration of Prednisolone can be increased when it is combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The serum concentration of Prednisone can be increased when it is combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Primaquine.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be increased when combined with Primidone.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Probenecid.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Procainamide which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Fenofibrate which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Progesterone may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Promazine.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Promethazine which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Propafenone.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Propantheline which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The excretion of Fexofenadine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the anticoagulant activities of Ardeparin.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Propranolol can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Rizatriptan which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the anticoagulant activities of Epoprostenol.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the anticoagulant activities of Protein C.]
[G03CA57, estrogens, conjugated (USP), The serum concentration of Protriptyline can be increased when it is combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Dalfampridine which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Pyrantel which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Pyrazinamide which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Quercetin may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Quinidine.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Quinine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Acetylsalicylic acid.]
[G03CA57, estrogens, conjugated (USP), The excretion of Ranitidine can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The risk or severity of angioedema can be increased when Conjugated estrogens is combined with Rescinnamine.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Reserpine.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Ribavirin which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be increased when combined with Rifampicin.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Roxithromycin.]
[G03CA57, estrogens, conjugated (USP), Salicylamide may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Sulfasalazine may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Salicylic acid.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Secobarbital which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Selegiline can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Selenium which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may increase the thrombogenic activities of Obinutuzumab.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Sisomicin which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Sodium fluoride which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may increase the thrombogenic activities of Denosumab.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Sorbitol which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Conjugated estrogens can be decreased when combined with Orbifloxacin.]
[G03CA57, estrogens, conjugated (USP), Cabazitaxel may decrease the excretion rate of Conjugated estrogens which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Spironolactone may increase the excretion rate of Conjugated estrogens which could result in a lower serum level and potentially a reduction in efficacy.]
[G03CA57, estrogens, conjugated (USP), The excretion of Conjugated estrogens can be decreased when combined with Tacrolimus.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Albutrepenonacog alfa which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Antihemophilic factor (recombinant), PEGylated which could result in a higher serum level.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Ethanol can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The metabolism of Dasatinib can be decreased when combined with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Hyaluronidase (human recombinant) can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Hyaluronidase can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), The therapeutic efficacy of Hyaluronidase can be decreased when used in combination with Conjugated estrogens.]
[G03CA57, estrogens, conjugated (USP), Potassium citrate may increase the excretion rate of Conjugated estrogens which could result in a lower serum level and potentially a reduction in efficacy.]
[G03CA57, estrogens, conjugated (USP), Conjugated estrogens may decrease the excretion rate of Sodium acetate which could result in a higher serum level.]
